source_group,method,id,score,source_file
Our Gemini runs,IO,56,2.6666666666666665,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,27,10.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,55,8.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,85,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,57,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,28,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,88,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,87,9.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,89,3.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,30,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,29,3.3333333333333335,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,58,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,90,9.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,59,10.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,60,8.666666666666666,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,31,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,0,6.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,61,5.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,1,3.6666666666666665,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,32,5.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,62,4.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,92,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,93,9.666666666666666,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,33,6.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,3,5.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,63,7.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,34,6.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,94,4.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,64,7.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,35,4.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,95,3.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,5,4.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,65,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,36,9.666666666666666,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,91,3.6666666666666665,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,6,4.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,66,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,37,3.6666666666666665,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,26,5.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,7,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,97,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,38,3.3333333333333335,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,67,9.666666666666666,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,98,5.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,8,8.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,39,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,99,10.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,9,8.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,69,10.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,40,9.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,2,8.666666666666666,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,70,3.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,41,6.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,71,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,11,9.666666666666666,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,42,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,12,8.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,72,9.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,43,5.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,4,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,73,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,44,9.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,14,9.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,13,7.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,45,9.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,74,3.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,96,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,15,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,16,4.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,46,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,75,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,47,8.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,17,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,48,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,18,3.3333333333333335,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,78,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,68,8.666666666666666,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,10,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,76,8.0,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,IO,77,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
Our Gemini runs,CoT,19,6.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,80,7.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,20,7.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,79,6.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,49,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,51,6.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,21,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,50,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,81,9.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,22,2.3333333333333335,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,53,9.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,23,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,82,4.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,24,3.3333333333333335,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,54,8.333333333333334,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,25,7.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,85,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,84,3.3333333333333335,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,86,8.333333333333334,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,26,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,55,8.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,27,10.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,87,6.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,28,6.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,57,8.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,58,6.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,88,10.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,56,6.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,89,4.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,29,3.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,59,9.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,30,7.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,90,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,31,8.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,60,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,0,7.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,91,6.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,1,3.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,32,9.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,92,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,61,3.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,2,5.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,93,9.333333333333334,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,33,5.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,3,6.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,62,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,63,9.333333333333334,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,4,8.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,64,3.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,35,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,95,2.3333333333333335,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,5,2.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,65,8.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,36,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,83,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,52,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,6,5.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,37,4.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,97,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,7,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,67,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,38,5.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,98,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,8,6.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,34,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,39,8.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,99,5.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,9,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,69,9.333333333333334,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,40,8.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,94,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,70,3.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,10,7.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,41,5.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,71,6.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,11,9.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,12,7.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,42,10.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,72,9.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,43,5.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,13,4.333333333333333,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,66,9.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,96,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,73,8.333333333333334,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,44,7.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,14,5.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,45,8.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,15,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,46,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,75,8.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,16,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,76,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,68,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,17,6.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,48,10.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,77,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,78,6.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,18,7.0,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,47,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,CoT,74,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
Our Gemini runs,ToT,81,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,80,4.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,20,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,50,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,21,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,51,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,82,5.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,23,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,52,5.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,22,6.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,24,7.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,83,7.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,53,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,84,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,54,8.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,25,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,55,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,26,10.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,85,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,86,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,56,4.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,27,10.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,28,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,87,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,88,10.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,57,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,30,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,29,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,89,3.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,58,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,90,10.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,0,7.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,60,4.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,31,6.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,59,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,1,3.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,91,3.3333333333333335,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,92,5.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,61,2.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,62,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,32,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,2,4.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,33,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,34,6.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,3,10.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,93,7.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,63,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,4,8.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,94,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,35,10.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,95,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,64,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,36,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,5,4.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,65,6.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,96,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,6,4.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,66,5.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,7,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,97,4.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,37,4.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,67,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,38,4.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,98,8.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,68,7.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,39,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,8,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,99,9.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,40,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,10,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,69,10.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,9,7.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,70,3.3333333333333335,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,42,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,41,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,71,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,11,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,72,9.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,12,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,43,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,13,7.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,73,6.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,44,8.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,74,4.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,45,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,14,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,75,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,15,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,16,6.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,76,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,47,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,17,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,48,9.0,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,18,7.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,77,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,78,6.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,46,6.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,49,5.333333333333333,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,79,3.3333333333333335,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,ToT,19,7.666666666666667,results/runs/text_tot_gem25_n100.jsonl
Our Gemini runs,IO+Refine,72,8.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,25,6.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,94,3.3333333333333335,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,81,4.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,64,7.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,43,6.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,86,6.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,35,3.3333333333333335,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,4,8.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,56,3.3333333333333335,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,95,3.6666666666666665,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,73,9.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,44,9.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,27,9.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,5,3.3333333333333335,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,14,9.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,55,7.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,65,4.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,13,5.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,36,9.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,57,6.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,45,7.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,91,4.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,28,8.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,74,3.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,6,5.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,88,7.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,96,6.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,66,8.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,87,8.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,15,9.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,37,3.6666666666666665,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,89,3.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,16,6.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,26,5.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,30,6.0,results/refined/text_io_gem25_n100_refine.jsonl
