source_group,method,id,score,source_file
Our Gemini runs,IO+Refine,46,9.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,85,7.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,29,3.3333333333333335,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,75,9.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,49,6.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,97,5.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,7,9.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,47,8.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,58,8.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,20,5.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,90,9.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,38,3.3333333333333335,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,80,4.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,17,6.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,67,7.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,48,6.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,59,9.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,79,4.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,98,7.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,60,10.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,19,4.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,8,7.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,31,6.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,78,8.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,50,7.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,39,8.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,18,4.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,68,8.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,0,7.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,51,8.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,99,10.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,61,4.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,22,4.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,10,7.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,1,3.6666666666666665,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,9,8.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,76,6.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,69,10.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,21,9.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,77,9.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,32,4.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,40,8.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,52,2.3333333333333335,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,62,5.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,83,2.6666666666666665,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,92,4.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,2,9.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,70,3.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,23,6.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,24,4.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,93,9.333333333333334,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,41,7.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,33,7.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,82,5.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,3,4.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,71,7.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,11,8.666666666666666,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,84,6.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,63,7.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,42,10.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,34,7.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,54,6.0,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,12,7.666666666666667,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,IO+Refine,53,5.333333333333333,results/refined/text_io_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,74,5.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,29,4.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,92,7.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,19,6.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,65,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,93,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,52,3.3333333333333335,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,62,6.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,36,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,56,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,95,2.3333333333333335,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,47,6.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,3,6.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,5,2.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,33,6.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,76,8.666666666666666,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,22,2.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,51,8.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,63,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,18,5.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,78,5.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,0,7.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,32,8.666666666666666,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,2,6.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,77,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,30,5.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,4,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,48,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,35,9.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,53,7.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,64,4.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,28,9.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,68,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,61,3.6666666666666665,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,58,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,16,4.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,89,4.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,17,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,75,7.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,46,7.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,79,7.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,15,8.666666666666666,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,50,5.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,45,9.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,31,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,60,7.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,90,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,14,4.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,44,9.666666666666666,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,26,5.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,73,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,20,5.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,96,6.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,57,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,66,9.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,27,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,13,6.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,21,9.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,59,8.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,43,5.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,72,9.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,42,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,55,6.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,88,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,12,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,85,6.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,11,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,82,4.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,87,8.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,71,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,10,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,41,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,23,4.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,70,3.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,54,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,1,3.6666666666666665,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,94,5.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,24,3.6666666666666665,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,6,5.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,40,8.666666666666666,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,81,9.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,9,5.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,69,10.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,39,7.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,83,3.6666666666666665,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,84,5.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,99,7.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,86,8.333333333333334,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,34,6.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,8,5.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,91,5.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,80,6.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,98,9.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,38,5.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,67,3.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,25,6.666666666666667,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,97,3.6666666666666665,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,7,5.0,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,37,8.666666666666666,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,CoT+Refine,49,5.333333333333333,results/refined/text_cot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,60,5.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,19,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,36,9.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,94,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,50,8.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,34,6.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,5,4.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,79,3.3333333333333335,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,33,3.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,0,7.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,78,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,27,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,3,8.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,96,8.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,49,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,90,9.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,64,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,95,4.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,18,9.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,65,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,2,8.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,35,10.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,92,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,77,8.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,59,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,63,8.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,46,6.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,56,4.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,48,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,26,7.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,84,5.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,93,5.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,76,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,17,8.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,91,3.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,83,6.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,47,9.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,31,5.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,4,8.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,61,3.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,16,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,15,9.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,81,8.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,75,10.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,20,6.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,14,8.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,55,9.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,88,10.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,74,4.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,45,8.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,32,7.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,44,9.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,62,9.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,28,7.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,73,7.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,13,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,82,6.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,30,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,43,4.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,12,8.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,72,8.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,29,3.6666666666666665,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,11,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,54,7.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,71,6.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,58,7.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,41,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,53,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,42,8.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,89,2.3333333333333335,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,9,9.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,70,3.3333333333333335,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,51,8.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,69,10.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,87,4.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,21,5.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,10,6.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,80,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,40,8.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,85,6.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,8,5.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,57,9.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,99,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,23,6.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,39,6.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,52,5.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,68,8.333333333333334,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,98,7.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,25,7.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,38,6.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,22,5.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,67,7.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,86,10.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,37,4.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,97,4.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,24,5.666666666666667,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,7,7.333333333333333,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,66,9.666666666666666,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,6,4.0,results/refined/text_tot_gem25_n100_refine.jsonl
Our Gemini runs,ToT+Refine,1,3.0,results/refined/text_tot_gem25_n100_refine.jsonl
