id,method,score,source
49,io,6.0,results/runs/text_io_gem25_n100.jsonl
20,io,5.0,results/runs/text_io_gem25_n100.jsonl
80,io,3.3333333333333335,results/runs/text_io_gem25_n100.jsonl
79,io,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
19,io,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
50,io,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
51,io,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
22,io,6.0,results/runs/text_io_gem25_n100.jsonl
21,io,6.666666666666667,results/runs/text_io_gem25_n100.jsonl
52,io,3.6666666666666665,results/runs/text_io_gem25_n100.jsonl
83,io,3.0,results/runs/text_io_gem25_n100.jsonl
23,io,7.333333333333333,results/runs/text_io_gem25_n100.jsonl
24,io,3.3333333333333335,results/runs/text_io_gem25_n100.jsonl
82,io,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
84,io,5.0,results/runs/text_io_gem25_n100.jsonl
54,io,6.0,results/runs/text_io_gem25_n100.jsonl
53,io,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
25,io,8.0,results/runs/text_io_gem25_n100.jsonl
81,io,4.0,results/runs/text_io_gem25_n100.jsonl
86,io,7.0,results/runs/text_io_gem25_n100.jsonl
56,io,2.6666666666666665,results/runs/text_io_gem25_n100.jsonl
27,io,10.0,results/runs/text_io_gem25_n100.jsonl
55,io,8.0,results/runs/text_io_gem25_n100.jsonl
85,io,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
57,io,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
28,io,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
88,io,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
87,io,9.0,results/runs/text_io_gem25_n100.jsonl
89,io,3.0,results/runs/text_io_gem25_n100.jsonl
30,io,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
29,io,3.3333333333333335,results/runs/text_io_gem25_n100.jsonl
58,io,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
90,io,9.0,results/runs/text_io_gem25_n100.jsonl
59,io,10.0,results/runs/text_io_gem25_n100.jsonl
60,io,8.666666666666666,results/runs/text_io_gem25_n100.jsonl
31,io,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
0,io,6.0,results/runs/text_io_gem25_n100.jsonl
61,io,5.0,results/runs/text_io_gem25_n100.jsonl
1,io,3.6666666666666665,results/runs/text_io_gem25_n100.jsonl
32,io,5.0,results/runs/text_io_gem25_n100.jsonl
62,io,4.333333333333333,results/runs/text_io_gem25_n100.jsonl
92,io,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
93,io,9.666666666666666,results/runs/text_io_gem25_n100.jsonl
33,io,6.666666666666667,results/runs/text_io_gem25_n100.jsonl
3,io,5.0,results/runs/text_io_gem25_n100.jsonl
63,io,7.0,results/runs/text_io_gem25_n100.jsonl
34,io,6.0,results/runs/text_io_gem25_n100.jsonl
94,io,4.333333333333333,results/runs/text_io_gem25_n100.jsonl
64,io,7.0,results/runs/text_io_gem25_n100.jsonl
35,io,4.0,results/runs/text_io_gem25_n100.jsonl
95,io,3.0,results/runs/text_io_gem25_n100.jsonl
5,io,4.333333333333333,results/runs/text_io_gem25_n100.jsonl
65,io,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
36,io,9.666666666666666,results/runs/text_io_gem25_n100.jsonl
91,io,3.6666666666666665,results/runs/text_io_gem25_n100.jsonl
6,io,4.666666666666667,results/runs/text_io_gem25_n100.jsonl
66,io,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
37,io,3.6666666666666665,results/runs/text_io_gem25_n100.jsonl
26,io,5.0,results/runs/text_io_gem25_n100.jsonl
7,io,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
97,io,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
38,io,3.3333333333333335,results/runs/text_io_gem25_n100.jsonl
67,io,9.666666666666666,results/runs/text_io_gem25_n100.jsonl
98,io,5.0,results/runs/text_io_gem25_n100.jsonl
8,io,8.0,results/runs/text_io_gem25_n100.jsonl
39,io,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
99,io,10.0,results/runs/text_io_gem25_n100.jsonl
9,io,8.0,results/runs/text_io_gem25_n100.jsonl
69,io,10.0,results/runs/text_io_gem25_n100.jsonl
40,io,9.0,results/runs/text_io_gem25_n100.jsonl
2,io,8.666666666666666,results/runs/text_io_gem25_n100.jsonl
70,io,3.0,results/runs/text_io_gem25_n100.jsonl
41,io,6.666666666666667,results/runs/text_io_gem25_n100.jsonl
71,io,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
11,io,9.666666666666666,results/runs/text_io_gem25_n100.jsonl
42,io,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
12,io,8.0,results/runs/text_io_gem25_n100.jsonl
72,io,9.0,results/runs/text_io_gem25_n100.jsonl
43,io,5.666666666666667,results/runs/text_io_gem25_n100.jsonl
4,io,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
73,io,8.333333333333334,results/runs/text_io_gem25_n100.jsonl
44,io,9.0,results/runs/text_io_gem25_n100.jsonl
14,io,9.0,results/runs/text_io_gem25_n100.jsonl
13,io,7.0,results/runs/text_io_gem25_n100.jsonl
45,io,9.0,results/runs/text_io_gem25_n100.jsonl
74,io,3.0,results/runs/text_io_gem25_n100.jsonl
96,io,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
15,io,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
16,io,4.666666666666667,results/runs/text_io_gem25_n100.jsonl
46,io,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
75,io,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
47,io,8.0,results/runs/text_io_gem25_n100.jsonl
17,io,6.333333333333333,results/runs/text_io_gem25_n100.jsonl
48,io,5.333333333333333,results/runs/text_io_gem25_n100.jsonl
18,io,3.3333333333333335,results/runs/text_io_gem25_n100.jsonl
78,io,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
68,io,8.666666666666666,results/runs/text_io_gem25_n100.jsonl
10,io,7.666666666666667,results/runs/text_io_gem25_n100.jsonl
76,io,8.0,results/runs/text_io_gem25_n100.jsonl
77,io,9.333333333333334,results/runs/text_io_gem25_n100.jsonl
19,cot,6.0,results/runs/text_cot_gem25_n100.jsonl
80,cot,7.0,results/runs/text_cot_gem25_n100.jsonl
20,cot,7.333333333333333,results/runs/text_cot_gem25_n100.jsonl
79,cot,6.0,results/runs/text_cot_gem25_n100.jsonl
49,cot,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
51,cot,6.666666666666667,results/runs/text_cot_gem25_n100.jsonl
21,cot,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
50,cot,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
81,cot,9.0,results/runs/text_cot_gem25_n100.jsonl
22,cot,2.3333333333333335,results/runs/text_cot_gem25_n100.jsonl
53,cot,9.0,results/runs/text_cot_gem25_n100.jsonl
23,cot,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
82,cot,4.0,results/runs/text_cot_gem25_n100.jsonl
24,cot,3.3333333333333335,results/runs/text_cot_gem25_n100.jsonl
54,cot,8.333333333333334,results/runs/text_cot_gem25_n100.jsonl
25,cot,7.333333333333333,results/runs/text_cot_gem25_n100.jsonl
85,cot,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
84,cot,3.3333333333333335,results/runs/text_cot_gem25_n100.jsonl
86,cot,8.333333333333334,results/runs/text_cot_gem25_n100.jsonl
26,cot,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
55,cot,8.0,results/runs/text_cot_gem25_n100.jsonl
27,cot,10.0,results/runs/text_cot_gem25_n100.jsonl
87,cot,6.333333333333333,results/runs/text_cot_gem25_n100.jsonl
28,cot,6.333333333333333,results/runs/text_cot_gem25_n100.jsonl
57,cot,8.666666666666666,results/runs/text_cot_gem25_n100.jsonl
58,cot,6.0,results/runs/text_cot_gem25_n100.jsonl
88,cot,10.0,results/runs/text_cot_gem25_n100.jsonl
56,cot,6.666666666666667,results/runs/text_cot_gem25_n100.jsonl
89,cot,4.0,results/runs/text_cot_gem25_n100.jsonl
29,cot,3.0,results/runs/text_cot_gem25_n100.jsonl
59,cot,9.0,results/runs/text_cot_gem25_n100.jsonl
30,cot,7.0,results/runs/text_cot_gem25_n100.jsonl
90,cot,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
31,cot,8.0,results/runs/text_cot_gem25_n100.jsonl
60,cot,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
0,cot,7.333333333333333,results/runs/text_cot_gem25_n100.jsonl
91,cot,6.333333333333333,results/runs/text_cot_gem25_n100.jsonl
1,cot,3.0,results/runs/text_cot_gem25_n100.jsonl
32,cot,9.0,results/runs/text_cot_gem25_n100.jsonl
92,cot,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
61,cot,3.0,results/runs/text_cot_gem25_n100.jsonl
2,cot,5.0,results/runs/text_cot_gem25_n100.jsonl
93,cot,9.333333333333334,results/runs/text_cot_gem25_n100.jsonl
33,cot,5.333333333333333,results/runs/text_cot_gem25_n100.jsonl
3,cot,6.666666666666667,results/runs/text_cot_gem25_n100.jsonl
62,cot,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
63,cot,9.333333333333334,results/runs/text_cot_gem25_n100.jsonl
4,cot,8.0,results/runs/text_cot_gem25_n100.jsonl
64,cot,3.0,results/runs/text_cot_gem25_n100.jsonl
35,cot,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
95,cot,2.3333333333333335,results/runs/text_cot_gem25_n100.jsonl
5,cot,2.0,results/runs/text_cot_gem25_n100.jsonl
65,cot,8.0,results/runs/text_cot_gem25_n100.jsonl
36,cot,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
83,cot,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
52,cot,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
6,cot,5.333333333333333,results/runs/text_cot_gem25_n100.jsonl
37,cot,4.0,results/runs/text_cot_gem25_n100.jsonl
97,cot,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
7,cot,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
67,cot,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
38,cot,5.333333333333333,results/runs/text_cot_gem25_n100.jsonl
98,cot,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
8,cot,6.333333333333333,results/runs/text_cot_gem25_n100.jsonl
34,cot,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
39,cot,8.0,results/runs/text_cot_gem25_n100.jsonl
99,cot,5.0,results/runs/text_cot_gem25_n100.jsonl
9,cot,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
69,cot,9.333333333333334,results/runs/text_cot_gem25_n100.jsonl
40,cot,8.666666666666666,results/runs/text_cot_gem25_n100.jsonl
94,cot,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
70,cot,3.0,results/runs/text_cot_gem25_n100.jsonl
10,cot,7.0,results/runs/text_cot_gem25_n100.jsonl
41,cot,5.0,results/runs/text_cot_gem25_n100.jsonl
71,cot,6.666666666666667,results/runs/text_cot_gem25_n100.jsonl
11,cot,9.0,results/runs/text_cot_gem25_n100.jsonl
12,cot,7.0,results/runs/text_cot_gem25_n100.jsonl
42,cot,10.0,results/runs/text_cot_gem25_n100.jsonl
72,cot,9.0,results/runs/text_cot_gem25_n100.jsonl
43,cot,5.0,results/runs/text_cot_gem25_n100.jsonl
13,cot,4.333333333333333,results/runs/text_cot_gem25_n100.jsonl
66,cot,9.0,results/runs/text_cot_gem25_n100.jsonl
96,cot,4.666666666666667,results/runs/text_cot_gem25_n100.jsonl
73,cot,8.333333333333334,results/runs/text_cot_gem25_n100.jsonl
44,cot,7.0,results/runs/text_cot_gem25_n100.jsonl
14,cot,5.0,results/runs/text_cot_gem25_n100.jsonl
45,cot,8.666666666666666,results/runs/text_cot_gem25_n100.jsonl
15,cot,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
46,cot,7.666666666666667,results/runs/text_cot_gem25_n100.jsonl
75,cot,8.0,results/runs/text_cot_gem25_n100.jsonl
16,cot,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
76,cot,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
68,cot,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
17,cot,6.0,results/runs/text_cot_gem25_n100.jsonl
48,cot,10.0,results/runs/text_cot_gem25_n100.jsonl
77,cot,9.666666666666666,results/runs/text_cot_gem25_n100.jsonl
78,cot,6.0,results/runs/text_cot_gem25_n100.jsonl
18,cot,7.0,results/runs/text_cot_gem25_n100.jsonl
47,cot,5.666666666666667,results/runs/text_cot_gem25_n100.jsonl
74,cot,3.6666666666666665,results/runs/text_cot_gem25_n100.jsonl
81,tot,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
80,tot,4.666666666666667,results/runs/text_tot_gem25_n100.jsonl
20,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
50,tot,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
21,tot,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
51,tot,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
82,tot,5.333333333333333,results/runs/text_tot_gem25_n100.jsonl
23,tot,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
52,tot,5.0,results/runs/text_tot_gem25_n100.jsonl
22,tot,6.0,results/runs/text_tot_gem25_n100.jsonl
24,tot,7.0,results/runs/text_tot_gem25_n100.jsonl
83,tot,7.0,results/runs/text_tot_gem25_n100.jsonl
53,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
84,tot,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
54,tot,8.0,results/runs/text_tot_gem25_n100.jsonl
25,tot,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
55,tot,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
26,tot,10.0,results/runs/text_tot_gem25_n100.jsonl
85,tot,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
86,tot,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
56,tot,4.0,results/runs/text_tot_gem25_n100.jsonl
27,tot,10.0,results/runs/text_tot_gem25_n100.jsonl
28,tot,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
87,tot,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
88,tot,10.0,results/runs/text_tot_gem25_n100.jsonl
57,tot,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
30,tot,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
29,tot,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
89,tot,3.0,results/runs/text_tot_gem25_n100.jsonl
58,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
90,tot,10.0,results/runs/text_tot_gem25_n100.jsonl
0,tot,7.666666666666667,results/runs/text_tot_gem25_n100.jsonl
60,tot,4.666666666666667,results/runs/text_tot_gem25_n100.jsonl
31,tot,6.0,results/runs/text_tot_gem25_n100.jsonl
59,tot,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
1,tot,3.0,results/runs/text_tot_gem25_n100.jsonl
91,tot,3.3333333333333335,results/runs/text_tot_gem25_n100.jsonl
92,tot,5.333333333333333,results/runs/text_tot_gem25_n100.jsonl
61,tot,2.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
62,tot,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
32,tot,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
2,tot,4.333333333333333,results/runs/text_tot_gem25_n100.jsonl
33,tot,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
34,tot,6.666666666666667,results/runs/text_tot_gem25_n100.jsonl
3,tot,10.0,results/runs/text_tot_gem25_n100.jsonl
93,tot,7.0,results/runs/text_tot_gem25_n100.jsonl
63,tot,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
4,tot,8.0,results/runs/text_tot_gem25_n100.jsonl
94,tot,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
35,tot,10.0,results/runs/text_tot_gem25_n100.jsonl
95,tot,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
64,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
36,tot,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
5,tot,4.666666666666667,results/runs/text_tot_gem25_n100.jsonl
65,tot,6.0,results/runs/text_tot_gem25_n100.jsonl
96,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
6,tot,4.0,results/runs/text_tot_gem25_n100.jsonl
66,tot,5.0,results/runs/text_tot_gem25_n100.jsonl
7,tot,5.666666666666667,results/runs/text_tot_gem25_n100.jsonl
97,tot,4.0,results/runs/text_tot_gem25_n100.jsonl
37,tot,4.333333333333333,results/runs/text_tot_gem25_n100.jsonl
67,tot,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
38,tot,4.333333333333333,results/runs/text_tot_gem25_n100.jsonl
98,tot,8.0,results/runs/text_tot_gem25_n100.jsonl
68,tot,7.666666666666667,results/runs/text_tot_gem25_n100.jsonl
39,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
8,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
99,tot,9.0,results/runs/text_tot_gem25_n100.jsonl
40,tot,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
10,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
69,tot,10.0,results/runs/text_tot_gem25_n100.jsonl
9,tot,7.0,results/runs/text_tot_gem25_n100.jsonl
70,tot,3.3333333333333335,results/runs/text_tot_gem25_n100.jsonl
42,tot,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
41,tot,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
71,tot,6.333333333333333,results/runs/text_tot_gem25_n100.jsonl
11,tot,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
72,tot,9.0,results/runs/text_tot_gem25_n100.jsonl
12,tot,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
43,tot,3.6666666666666665,results/runs/text_tot_gem25_n100.jsonl
13,tot,7.0,results/runs/text_tot_gem25_n100.jsonl
73,tot,6.0,results/runs/text_tot_gem25_n100.jsonl
44,tot,8.0,results/runs/text_tot_gem25_n100.jsonl
74,tot,4.666666666666667,results/runs/text_tot_gem25_n100.jsonl
45,tot,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
14,tot,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
75,tot,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
15,tot,9.666666666666666,results/runs/text_tot_gem25_n100.jsonl
16,tot,6.666666666666667,results/runs/text_tot_gem25_n100.jsonl
76,tot,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
47,tot,9.333333333333334,results/runs/text_tot_gem25_n100.jsonl
17,tot,8.333333333333334,results/runs/text_tot_gem25_n100.jsonl
48,tot,9.0,results/runs/text_tot_gem25_n100.jsonl
18,tot,7.333333333333333,results/runs/text_tot_gem25_n100.jsonl
77,tot,8.666666666666666,results/runs/text_tot_gem25_n100.jsonl
78,tot,6.666666666666667,results/runs/text_tot_gem25_n100.jsonl
46,tot,6.666666666666667,results/runs/text_tot_gem25_n100.jsonl
49,tot,5.333333333333333,results/runs/text_tot_gem25_n100.jsonl
79,tot,3.3333333333333335,results/runs/text_tot_gem25_n100.jsonl
19,tot,7.666666666666667,results/runs/text_tot_gem25_n100.jsonl
19,plan_only_cot,7.666666666666667,results/runs/text_plan_only_cot_gem25_n100.jsonl
79,plan_only_cot,6.0,results/runs/text_plan_only_cot_gem25_n100.jsonl
49,plan_only_cot,5.333333333333333,results/runs/text_plan_only_cot_gem25_n100.jsonl
20,plan_only_cot,8.666666666666666,results/runs/text_plan_only_cot_gem25_n100.jsonl
80,plan_only_cot,2.0,results/runs/text_plan_only_cot_gem25_n100.jsonl
21,plan_only_cot,9.333333333333334,results/runs/text_plan_only_cot_gem25_n100.jsonl
50,plan_only_cot,9.0,results/runs/text_plan_only_cot_gem25_n100.jsonl
51,plan_only_cot,8.0,results/runs/text_plan_only_cot_gem25_n100.jsonl
